Timestamp,How old are you?,What industry is your employer in?,What is the functional area of your job (this might be different from your company's industry)?,Job title,"If your job title needs additional context, please clarify here:","What is your annual salary? This should be your GROSS (pre-tax) income. (You'll indicate the currency in a later question.) If you are part-time or hourly, please enter an annualized equivalent -- what you would earn if you worked the job 40 hours a week, 52 weeks a year.","How much additional monetary compensation do you get, if any (for example, bonuses or overtime in an average year)? Only include monetary compensation here, not the value of benefits, tuition reimbursement, etc. If your bonus or overtime varies from year to year, use the most recent figures.",Please indicate the currency,"If ""Other,"" please indicate the currency here: ","If your income needs additional context, please provide it here:",What country do you work in? (Countries listed had by far the largest representation last year. Please write in your country if it's not listed.),"If you're in the U.S., what state do you work in?",What city/region do you work in?,Are you remote or on-site?,Is your job unionized?,How many years of professional work experience do you have overall?,How many years of professional work experience do you have in your field?,What is your highest level of education completed?,What is your gender?,What is your race? (Choose all that apply.),,,,,,
5-7-2024 20:54:44,35-44,Hospitality & Events,Hospitality & Events,Regional Director of Revenue Management,,85696,18000,USD,,,United States,Pennsylvania,Scranton,Fully remote,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
5-8-2024 2:24:37,35-44,Art & Design,Art & Design,graphic designer,,102000,,USD,,"self-employed, with a significant retainer client ",United States,Illinois,chicago,Fully remote,No,21-30 years,11-20 years,College degree,Non-binary,White,,,,,,
5-8-2024 8:44:52,35-44,Health care,Science,Senior Project Manager,,115920,0,USD,,,United States,New York,New York,On-site,No,8-10 years,8-10 years,Master's degree,Non-binary,White,,,,,,
5-8-2024 15:47:13,35-44,Retail,Computing or Tech,Tech Support Analyst ,,70200,1000,USD,,,United States,Wisconsin,Madison (although my employer is in Chicago),Fully remote,No,11-20 years,2-4 years,Master's degree,Non-binary,White,,,,,,
5-8-2024 16:19:42,25-34,Media & Digital,Sales,Digital Sales Associate,"Not a sales associate like someone on the salesfloor, just working in sales selling digital products",65000,0,USD,,,United States,Massachusetts,Boston,Hybrid,Yes,5-7 years,5-7 years,College degree,Woman,White,,,,,,
5-9-2024 14:36:34,35-44,Social Work,Health care,Psychotherapist,,58000,0,USD,,,United States,Pennsylvania,Philadelphia,Fully remote,No,11-20 years,5-7 years,Master's degree,"Woman, Non-binary",White,,,,,,
5-9-2024 14:37:57,45-54,Property or Construction,"Marketing, Advertising & PR",Marketing Manager,,66000,2500,USD,,,United States,Pennsylvania,Western Pennsylvania,On-site,No,11-20 years,8-10 years,College degree,Woman,White,,,,,,
5-9-2024 14:52:35,45-54,Government & Public Administration,Procurement ,Head of procurement ,,103789,0,GBP,,,United Kingdom,,Oxford,Hybrid,Yes,21-30 years,11-20 years,College degree,Woman,White,,,,,,
5-9-2024 15:08:41,35-44,Health care,Science,"Director, R&D",,190000,53000,USD,,,United States,New Jersey,Northern NJ,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
5-9-2024 15:55:44,25-34,Engineering,Utilities & Telecommunications,Distribution Engineer,Electrical Distribution,87000,32000,USD,,,United States,Missouri,Kansas City,On-site,No,2-4 years,2-4 years,College degree,Man,White,,,,,,
5-9-2024 16:08:47,35-44,Nonprofits,Communications,program Director,,60000,3000,USD,,,United States,Illinois,Chicago,Fully remote,No,21-30 years,8-10 years,Master's degree,Woman,White,,,,,,
5-9-2024 16:37:37,35-44,Government & Public Administration,Computing or Tech,Manager IT Services 2,,120000,0,USD,,,United States,New York,Albany,Hybrid,Yes,11-20 years,11-20 years,Master's degree,Man,White,,,,,,
5-9-2024 16:45:34,25-34,"Galleries, Libraries, Archives & Museums","Marketing, Advertising & PR",Head of Business Development,"In practice, job functions more as Head of Marketing.",78000,0,USD,,,United States,Wisconsin,Racine,Hybrid,No,8-10 years,5-7 years,College degree,Non-binary,"Asian or Asian American, Hispanic, Latino, or Spanish origin, Native American or Alaska Native, White",,,,,,
5-9-2024 17:16:39,35-44,Aerospace & Defense,Computing or Tech,Integration and Software Test Specialist ,,105000,,CAD,,,Canada,,"Halifax, Nova Scotia ",On-site,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
5-9-2024 17:38:20,35-44,Transport or Logistics,Engineering,Manager II,senior-level individual contributor/technical lead,139700,47500,USD,,,United States,Wisconsin,Twin Cities,On-site,No,11-20 years,11-20 years,College degree,Man,White,,,,,,
5-9-2024 18:02:07,35-44,Health care,Health care,Nurse Practitioner,,135000,0,USD,,,United States,Maryland,DCmetro,On-site,No,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White,,,,,,
5-9-2024 19:38:52,35-44,Entertainment,Law,Counsel,Lawyer,235000,30000,USD,,,United States,Montana,Los Angeles,Fully remote,No,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,"Asian or Asian American, White",,,,,,
5-9-2024 19:41:18,55-64,Government & Public Administration,Law,Chief Counsel ,,284600,0,USD,,,United States,District of Columbia,District of Columbia ,Hybrid,No,31-40 years,31-40 years,"Professional degree (MD, JD, etc.)",Man,White,,,,,,
5-9-2024 22:12:30,35-44,Biotechnology & Pharma,Biotechnology & Pharma,"Associate Director, Trial Feasibility",Clinical trial strategy,165000,50000,USD,,,United States,Texas,Austin,Fully remote,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
5-9-2024 22:17:27,45-54,Education (Higher Education),Education (Higher Education),Associate Director of Academic Services and Advising ,,74880,0,USD,,,United States,Colorado,Golden,Hybrid,No,21-30 years,21-30 years,Master's degree,Woman,White,,,,,,
5-9-2024 22:59:34,55-64,Property or Construction,Administration,Project Manager,Construction Project Manager,102000,7000,USD,,,United States,Maryland,Baltimore,On-site,No,21-30 years,11-20 years,Master's degree,Woman,White,,,,,,
5-10-2024 0:06:13,25-34,Government & Public Administration,"Health, Safety and Emergency Management",Safety Officer,,115000,3000,USD,,,United States,Oregon,Portland,Hybrid,No,11-20 years,8-10 years,College degree,Woman,"Black or African American, Hispanic, Latino, or Spanish origin",,,,,,
5-10-2024 5:29:37,25-34,Education (Higher Education),Science,Statistical Programmer,Also a part-time PhD student,40521,0,GBP,,,United Kingdom,,Oxford,Hybrid,Yes,5-7 years,2-4 years,Master's degree,Woman,White,,,,,,
5-10-2024 8:49:06,35-44,Business or Consulting,Communications,Director,,115000,,USD,,,United States,Delaware,Wilmington,Hybrid,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
5-10-2024 8:55:30,25-34,Nonprofits,Computing or Tech,Salesforce Administrator,,105000,7000,USD,,,United States,New York,NYC metro region,Fully remote,No,8-10 years,5-7 years,College degree,Woman,White,,,,,,
5-10-2024 11:21:32,35-44,Education (Higher Education),Government & Public Administration,contract officer,,130000,0,USD,,,United States,California,San Francisco ,Fully remote,No,11-20 years,8-10 years,Master's degree,Woman,White,,,,,,
5-10-2024 13:18:56,35-44,"Accounting, Banking & Finance","Accounting, Banking & Finance",SVP,,220000,25000,USD,,,United States,New Jersey,Jersey City,Hybrid,No,11-20 years,11-20 years,Master's degree,Man,Black or African American,,,,,,
5-10-2024 13:40:28,35-44,"Marketing, Advertising & PR","Marketing, Advertising & PR",Sr Insights Consultant,Senior leader within the Banking practice at a market research consultancy ,141250,7500,USD,,,United States,Michigan,Detroit,Hybrid,No,11-20 years,8-10 years,Master's degree,Woman,White,,,,,,
5-10-2024 14:05:33,25-34,Health care,"Marketing, Advertising & PR",Lifecycle Marketing Manager,,140000,0,USD,,,United States,Colorado,Denver,Fully remote,No,11-20 years,8-10 years,College degree,Woman,White,,,,,,
5-10-2024 14:51:28,35-44,Education (Higher Education),Education (Higher Education),Senior Academic Advisor,,60037,0,USD,,,United States,Virginia,Richmond,Hybrid,No,11-20 years,8-10 years,Master's degree,Woman,White,,,,,,
5-10-2024 18:56:25,35-44,Art & Design,Media & Digital,Director of UX,+ accessibility specialist ,115000,5000,CAD,,,Canada,,Toronto,Hybrid,No,11-20 years,11-20 years,Master's degree,Non-binary,White,,,,,,
5-10-2024 19:24:37,35-44,Health care,Administration,Practice Manager,,85000,7000,USD,,,United States,New York,Hudson Valley,On-site,No,11-20 years,2-4 years,Master's degree,Woman,White,,,,,,
5-11-2024 5:30:37,25-34,Computing or Tech,Engineering,Principal Engineer ,,150000,,USD,,,United States,,East,,,5-7 years,5-7 years,Master's degree,Woman,Another option not listed here or prefer not to answer,,,,,,
5-11-2024 21:02:53,35-44,Computing or Tech,Computing or Tech,Software Engineer ,,123500,12000,USD,,,United States,Georgia,Atlanta,Fully remote,No,11-20 years,2-4 years,Some college,Woman,Asian or Asian American,,,,,,
5-13-2024 11:53:57,35-44,Retail,Art & Design,Senior Visual Merchandiser,"My team and I set and create direction for the stores chanel of the business. In a nutshell, where to place product and marketing in the store. ",72,,USD,,,United States,Texas,Dallas/DFW,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
5-13-2024 18:02:16,25-34,Nonprofits,Nonprofits,Deputy Direcyot,,85000,,USD,,,United States,Ohio,Columbus,Hybrid,No,11-20 years,8-10 years,Master's degree,Woman,Asian or Asian American,,,,,,
5-13-2024 19:16:13,25-34,Education (Higher Education),Education (Higher Education),Director of Residence Life,,85000,0,USD,,,United States,Oregon,"Portland, OR",On-site,No,11-20 years,8-10 years,Master's degree,Man,White,,,,,,
5-13-2024 21:52:43,35-44,Education (Higher Education),Administration,Project Manager,,92000,10000,USD,,,United States,Massachusetts,Boston,Hybrid,Yes,11-20 years,11-20 years,College degree,Woman,White,,,,,,
5-15-2024 11:26:55,25-34,Business or Consulting,Communications,Senior communications associate,,72000,700,USD,,,United States,Missouri,St. Louis,Fully remote,No,2-4 years,2-4 years,College degree,Woman,Asian or Asian American,,,,,,
5-15-2024 12:17:18,35-44,Government & Public Administration,Administration,Executive Assistant,,67000,0,USD,,,United States,Maryland,Baltimore/Washinton,Hybrid,No,11-20 years,8-10 years,Some college,Woman,Black or African American,,,,,,
5-16-2024 9:52:05,25-34,Health care,Health care,Project Manager,,90000,,CAD,,,Canada,,Toronto,Hybrid,No,8-10 years,2-4 years,Master's degree,Woman,"White, Another option not listed here or prefer not to answer",,,,,,
5-16-2024 16:54:02,25-34,Computing or Tech,Recruitment or HR,Sr. HRBP,,135000,10000,CAD,,,Canada,,Toronto,Hybrid,No,8-10 years,8-10 years,College degree,Woman,Asian or Asian American,,,,,,
5-16-2024 19:20:42,35-44,Engineering,Engineering,Security Engineer,,230000,25000,USD,,,United States,Michigan,Detroit Area,Fully remote,No,11-20 years,11-20 years,Master's degree,Man,White,,,,,,
5-16-2024 21:27:56,35-44,Computing or Tech,Computing or Tech,Product Manager,,170000,,USD,,,United States,California,NorCal,Fully remote,Yes,11-20 years,11-20 years,College degree,Non-binary,Another option not listed here or prefer not to answer,,,,,,
5-18-2024 10:21:01,25-34,Computing or Tech,Recruitment or HR,Benefits and Compensation Manager,,105000,,USD,,Industry is tech but also nonprofit,United States,New York,New York,Fully remote,No,11-20 years,8-10 years,College degree,Woman,"Black or African American, Hispanic, Latino, or Spanish origin",,,,,,
5-20-2024 2:29:07,35-44,Food Service,Food Service,General Manager ,"Cook, Driver, I perform all duties ",49920,360,USD,,,United States,Ohio,Lancaster,On-site,No,8-10 years,8-10 years,High School,Woman,White,,,,,,
5-20-2024 10:54:19,35-44,Education (Primary/Secondary),"Galleries, Libraries, Archives & Museums",Librarian,,87450,,USD,,,United States,Illinois,Chicago,On-site,No,11-20 years,8-10 years,Master's degree,Woman,White,,,,,,
5-22-2024 7:42:19,35-44,Law,Law,Patent Attorney,,270000,,USD,,,United States,Ohio,Cleveland,Fully remote,No,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Man,"Middle Eastern or Northern African, White",,,,,,
5-22-2024 13:37:33,25-34,Business or Consulting,Sales,Account Executive,,130000,,USD,,,United States,Ohio,Cincinnati,Fully remote,No,11-20 years,8-10 years,College degree,Man,White,,,,,,
5-22-2024 14:24:37,45-54,Nonprofits,,Chief of Staff,,104000,1500,USD,,,United States,New York,Metropolitan New York,Other/it's complicated,No,21-30 years,11-20 years,Master's degree,Woman,White,,,,,,
5-23-2024 14:31:48,45-54,Nonprofits,Administration,Executive Assistant,,67877,,USD,,,United States,Missouri,St. Louis,Hybrid,No,21-30 years,21-30 years,Some college,Woman,White,,,,,,
5-23-2024 21:35:16,18-24,"Accounting, Banking & Finance","Marketing, Advertising & PR",Event Marketing Coordinator,,65000,13000,USD,,,United States,California,San Diego,On-site,No,1 year or less,1 year or less,College degree,Woman,White,,,,,,
5-26-2024 3:08:08,25-34,Nonprofits,"Accounting, Banking & Finance",Finance assistant ,,26800,0,GBP,,,United Kingdom,,Leicester ,Hybrid,No,2-4 years,2-4 years,Bachelor's degree,Other or prefer not to answer,White,,,,,,
5-26-2024 20:07:08,35-44,Energy,Environmental,Senior Environmental Advisor,,136900,36900,USD,,,United States,Texas,The Woodlands,Hybrid,No,11-20 years,5-7 years,Master's degree,Woman,Black or African American,,,,,,
5-27-2024 4:06:41,35-44,Food Service,Administration,Office Administrator,,27404,,AUD,,,Australia,,Perth,On-site,No,11-20 years,11-20 years,College degree,Woman,Asian or Asian American,,,,,,
5-28-2024 9:41:31,25-34,Education (Higher Education),Administration,Associate Director,,68800,,USD,,,United States,Illinois,Chicago,On-site,No,8-10 years,5-7 years,Master's degree,Woman,White,,,,,,
5-28-2024 21:39:39,25-34,market research,market research,account director,,115000,2000,USD,,,United States,Ohio,Cincinnati,Hybrid,No,5-7 years,5-7 years,College degree,Woman,White,,,,,,
5-28-2024 22:22:47,under 18,"Accounting, Banking & Finance","Accounting, Banking & Finance",c,c,0,0,USD,,,United States,Alabama,c,,,1 year or less,1 year or less,,,,,,,,,
5-29-2024 13:40:33,25-34,Administration,Administration,Executive Assistant,,82000,2000,USD,,,United States,Idaho,Boise,Hybrid,No,5-7 years,5-7 years,College degree,Woman,White,,,,,,
5-29-2024 17:59:59,35-44,Health care,Computing or Tech,Lead Data Analyst,,115000,5000,USD,,,United States,California,Eureka,Fully remote,No,11-20 years,8-10 years,Master's degree,Woman,White,,,,,,
6-3-2024 1:53:21,35-44,Retail,Retail,Executive Team Leader,,101600,7000,USD,,,United States,Minnesota,Minneapolis,On-site,No,11-20 years,11-20 years,College degree,Man,White,,,,,,
6-3-2024 12:47:47,35-44,Computing or Tech,Computing or Tech,Lead Test Engineer,,112000,,USD,,,United States,Montana,Bozeman,Fully remote,No,11-20 years,8-10 years,College degree,Non-binary,White,,,,,,
6-3-2024 20:50:57,35-44,Publishing,Book shelving,Book shelver,,36000,300,CAD,,,Canada,,Calgary,On-site,No,11-20 years,11-20 years,College degree,Other or prefer not to answer,White,,,,,,
6-4-2024 14:00:47,35-44,Government & Public Administration,Government & Public Administration,Program Administrator,,85000,0,USD,,,United States,Maryland,Baltimore,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
6-5-2024 10:07:28,25-34,Science,Science,Research Technician III,"I am a lab tech at the highest ""rank"" in an R&D lab",65000,5000,USD,,,United States,Michigan,Detroit,On-site,No,2-4 years,2-4 years,College degree,Non-binary,White,,,,,,
6-6-2024 22:34:32,25-34,Hospitality & Events,Recruitment or HR,Human Resources Manager,,84600,,USD,,,United States,New York,New York,On-site,No,5-7 years,5-7 years,Some college,Woman,White,,,,,,
6-10-2024 20:17:01,45-54,Health care,It,"It manager, epic hospital billing",,169000,16000,USD,,,United States,Texas,Houston,Hybrid,No,31-40 years,5-7 years,Master's degree,Woman,White,,,,,,
6-11-2024 17:09:52,25-34,"Marketing, Advertising & PR","Marketing, Advertising & PR",Editor,I curate and merchandise deals for an ebook discovery service.,69000,0,USD,,,United States,Massachusetts,Boston,Hybrid,No,5-7 years,5-7 years,College degree,Woman,White,,,,,,
6-12-2024 16:38:11,25-34,Oil & Gas,"Accounting, Banking & Finance",Senior Treasury Analyst,,91250,,USD,,,United States,Texas,Houston,Fully remote,No,5-7 years,2-4 years,College degree,Woman,White,,,,,,
6-12-2024 19:07:45,45-54,Utilities & Telecommunications,Administration,Network Support Manager ,Manager of tier 2 customer support ,82000,2500,USD,,,United States,Ohio,Athens,Hybrid,No,11-20 years,11-20 years,College degree,Man,White,,,,,,
6-13-2024 15:49:36,45-54,Nonprofits,Administration,Executive Assistant to CEO,,55988,100,USD,,,United States,Florida,Orlando,On-site,No,31-40 years,11-20 years,High School plus certifications,Woman,White,,,,,,
6-14-2024 12:06:05,35-44,Aerospace & Defense,Computing or Tech,Cyber Security Analyst,,105000,,USD,,,United States,District of Columbia,DC,On-site,No,8-10 years,5-7 years,College degree,Woman,Black or African American,,,,,,
6-14-2024 15:56:20,35-44,Health care,Administration,Senior Data Coordinator,,42000,,USD,,,United States,Virginia,Roanoke,Fully remote,No,21-30 years,5-7 years,Associate's degree,Woman,White,,,,,,
6-17-2024 11:55:06,55-64,Law,Law,Managing Partner,,216000,150000,USD,,,United States,Oregon,Portland,On-site,No,41 years or more,31-40 years,"Professional degree (MD, JD, etc.)",Man,White,,,,,,
6-19-2024 12:27:54,35-44,"Accounting, Banking & Finance",User experience ,Ux design director lead,,175000,40000,USD,,,United States,North Carolina,Charlotte ,Hybrid,No,11-20 years,8-10 years,High School,Woman,White,,,,,,
6-19-2024 17:33:25,45-54,Manufacturing,Winemaking,Winemaker,,120467,0,USD,,,United States,California,Paso Robles,On-site,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
6-19-2024 22:11:51,45-54,Nonprofits,Communications,"Director, Communications and Marketing",,95000,,USD,,,United States,Texas,Austin,On-site,No,21-30 years,21-30 years,College degree,Man,White,,,,,,
6-20-2024 13:51:13,25-34,Health care,Health care,Medical Technologist,,87000,0,USD,,,United States,Oregon,Portland,On-site,Yes,5-7 years,5-7 years,College degree,Man,White,,,,,,
6-24-2024 8:34:22,55-64,"Accounting, Banking & Finance",Computing or Tech,SOC Analyst,,38000,,GBP,,Also employer contributes 11% to a pension plan,United Kingdom,,"Bristol, SW England",Hybrid,No,31-40 years,1 year or less,Master's degree,Woman,White,,,,,,
6-25-2024 14:10:44,35-44,Computing or Tech,Government & Public Administration,Director Consulting Expert,,127000,1200,USD,,,United States,Virginia,Northern VA,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
